Module step	Module	KO id	Module Category	GCF_000297055.2_ASM29705v2_genomic Module step presence	GCF_000971475.1_ASM97147v1_genomic Module step presence	bin_1_Betaproteobacteria Module step presence	bin_2_Rhizobiales Module step presence
M00783+03	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C	K15886	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00783+04	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C	-K15970	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00783+05	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C	K15971	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00783+06	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C	K15972	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00784+01	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A	K19566	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00784+02	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A	K19567	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00784+03	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A	K19568	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00784+04	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A	K19569	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00784+05	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A	K19570	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00785+01	Cycloserine biosynthesis, arginine/serine => cycloserine	K19741	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00785+02	Cycloserine biosynthesis, arginine/serine => cycloserine	K19723,K19726	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00785+03	Cycloserine biosynthesis, arginine/serine => cycloserine	K19725	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00785+04	Cycloserine biosynthesis, arginine/serine => cycloserine	K19724	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00785+05	Cycloserine biosynthesis, arginine/serine => cycloserine	K19727	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00786+01	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	K18281	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00786+02	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	K14132	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00786+03	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	K17475	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00786+04	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	K18280	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00786+05	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	K17827	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00786+06	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	K17826	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00786+07	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	K14134	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00786+08	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	K17825	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00786+09	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	K18279	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00787+01	Bacilysin biosynthesis, prephenate => bacilysin	K19546	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00787+02	Bacilysin biosynthesis, prephenate => bacilysin	K19547	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00787+03	Bacilysin biosynthesis, prephenate => bacilysin	K19550	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00787+04	Bacilysin biosynthesis, prephenate => bacilysin	K19549	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00787+05	Bacilysin biosynthesis, prephenate => bacilysin	K19548	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00787+06	Bacilysin biosynthesis, prephenate => bacilysin	K13037	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00788+01	Terpentecin biosynthesis, GGAP => terpentecin	K19835	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00788+02	Terpentecin biosynthesis, GGAP => terpentecin	K19834	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00789+01	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	K14266	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00789+02	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	K19884	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00789+03	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	K19885	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00789+04	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	K19886+K19887	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00789+05	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	K19888	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00789+06	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	K19889	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00790+01	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin	K14266	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00790+02	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin	K19981	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00790+03	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin	K14257	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00790+04	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin	K19982	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00791+01	Manganese/zinc transport system	K19971+K19972+K10830	Metallic cation, iron-siderophore and vitamin B12 transport system	Absent	Absent	Absent	Absent
M00792+01	Manganese/zinc transport system	K19975+K19976+K19973	Metallic cation, iron-siderophore and vitamin B12 transport system	Absent	Absent	Absent	Absent
M00793+01	dTDP-L-rhamnose biosynthesis	K00973	Polyketide sugar unit biosynthesis	Present	Present	Present	Present
M00793+02	dTDP-L-rhamnose biosynthesis	K01710	Polyketide sugar unit biosynthesis	Present	Present	Present	Present
M00793+03	dTDP-L-rhamnose biosynthesis	K01790	Polyketide sugar unit biosynthesis	Present	Present	Present	Present
M00793+04	dTDP-L-rhamnose biosynthesis	K00067	Polyketide sugar unit biosynthesis	Present	Present	Present	Present
M00794+01	dTDP-6-deoxy-D-allose biosynthesis	K13312	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00794+02	dTDP-6-deoxy-D-allose biosynthesis	K13313	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00795+01	dTDP-beta-L-noviose biosynthesis	K19855	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00795+02	dTDP-beta-L-noviose biosynthesis	K12710	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00795+03	dTDP-beta-L-noviose biosynthesis	K17625	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00796+01	dTDP-D-mycaminose biosynthesis	K19853	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00796+02	dTDP-D-mycaminose biosynthesis	K19854	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00796+03	dTDP-D-mycaminose biosynthesis	K13307	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00797+01	dTDP-D-desosamine biosynthesis	K13308	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00797+02	dTDP-D-desosamine biosynthesis	K13309	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00797+03	dTDP-D-desosamine biosynthesis	(K13310,K16436)	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00797+04	dTDP-D-desosamine biosynthesis	(K13311,K13326)	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00798+01	dTDP-L-mycarose biosynthesis	K16435	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00798+02	dTDP-L-mycarose biosynthesis	K13315	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00798+03	dTDP-L-mycarose biosynthesis	K13317	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00798+04	dTDP-L-mycarose biosynthesis	(K13316,K16438)	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00798+05	dTDP-L-mycarose biosynthesis	K13318	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00799+01	dTDP-L-oleandrose biosynthesis	K16435	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00799+02	dTDP-L-oleandrose biosynthesis	K13315	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00799+03	dTDP-L-oleandrose biosynthesis	K16438	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00799+04	dTDP-L-oleandrose biosynthesis	K19856	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00799+05	dTDP-L-oleandrose biosynthesis	K19857	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00800+01	dTDP-L-megosamine biosynthesis	K16435	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00800+02	dTDP-L-megosamine biosynthesis	K16436	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00800+03	dTDP-L-megosamine biosynthesis	K13326	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00800+04	dTDP-L-megosamine biosynthesis	K16438	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00800+05	dTDP-L-megosamine biosynthesis	K13322	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00801+01	dTDP-L-olivose biosynthesis	K16435	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00801+02	dTDP-L-olivose biosynthesis	K13327	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00801+03	dTDP-L-olivose biosynthesis	K19858	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00801+04	dTDP-L-olivose biosynthesis	K13319	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00802+01	dTDP-D-forosamine biosynthesis	K16435	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00802+02	dTDP-D-forosamine biosynthesis	K13327	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00802+03	dTDP-D-forosamine biosynthesis	K13328	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00802+04	dTDP-D-forosamine biosynthesis	K13329	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00802+05	dTDP-D-forosamine biosynthesis	K13330	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00803+01	dTDP-D-angolosamine biosynthesis	K16435	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00803+02	dTDP-D-angolosamine biosynthesis	K19859	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00803+03	dTDP-D-angolosamine biosynthesis	K16436	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00803+04	dTDP-D-angolosamine biosynthesis	K13332	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00804+01	Complete nitrification, comammox, ammonia => nitrite => nitrate	K10944+K10945+K10946	Nitrogen metabolism	Absent	Absent	Absent	Absent
M00804+02	Complete nitrification, comammox, ammonia => nitrite => nitrate	K10535	Nitrogen metabolism	Absent	Absent	Absent	Absent
M00804+03	Complete nitrification, comammox, ammonia => nitrite => nitrate	K00370+K00371	Nitrogen metabolism	Absent	Absent	Absent	Absent
M00805+01	Staurosporine biosynthesis, tryptophan => staurosporine	K20075	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00805+02	Staurosporine biosynthesis, tryptophan => staurosporine	K20076	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00805+03	Staurosporine biosynthesis, tryptophan => staurosporine	K20077+K20078	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00805+04	Staurosporine biosynthesis, tryptophan => staurosporine	K20079	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00805+05	Staurosporine biosynthesis, tryptophan => staurosporine	K20080	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00805+06	Staurosporine biosynthesis, tryptophan => staurosporine	K20081	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00805+07	Staurosporine biosynthesis, tryptophan => staurosporine	K20082	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00806+01	PTS system, maltose-specific II component	K02777+K20107+K20108	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00807+01	PTS system, galactose-specific II component	K20112+K20113+K20114	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00808+01	Violacein biosynthesis, tryptophan => violacein	K20086	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00808+02	Violacein biosynthesis, tryptophan => violacein	K20087+K20088	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00808+03	Violacein biosynthesis, tryptophan => violacein	K20089	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00808+04	Violacein biosynthesis, tryptophan => violacein	K20090	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00809+01	PTS system, glucose-specific II component	K20116+K20117+K20118	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00810+01	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde	K19818+K19819+K19820	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00810+02	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde	(K19826,K19890)	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00810+03	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde	K19185+K19186+K19187	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00810+04	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde	K19188	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00810+05	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde	-K20155	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00811+01	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde	K20170,K20169	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00811+02	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde	(K20170,(K20158	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00811+03	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde	K19700))	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00811+04	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde	K20171-K20172	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00811+05	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde	K15359,K18276	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00812+01	AgrC2-AgrA2 (virulence regulation) two-component regulatory system	K20339	Two-component regulatory system	Absent	Absent	Absent	Absent
M00812+02	AgrC2-AgrA2 (virulence regulation) two-component regulatory system	K20340	Two-component regulatory system	Absent	Absent	Absent	Absent
M00813+01	Lantibiotic transport system	K20459+K20460+K20461	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00814+01	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	K19969	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00814+02	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	K19979	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00814+03	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	K19974	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00814+04	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	K20424	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00814+05	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	K20425	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00814+06	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	K20426	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00814+07	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	K20427	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00814+08	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	K20430	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00815+01	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	K19969	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00815+02	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	K20431	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00815+03	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	K20432	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00815+04	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	K20433	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00815+05	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	K20434	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
